id,text,sentiment,domain
2732,हे दप्तर स्वस्त माझ्याकडे आहे.,Neutral,शिक्षण
2733,हा लॅपटॉप जुना आहे.,Neutral,तंत्रज्ञान
2734,"हे जॅकेट आकर्षक आहे, नक्की खरेदी करा.",Positive,ऑनलाइन व्यापार
2735,"ही ट्रेन अपेक्षेपेक्षा खराब आहे, मला अजिबात आवडली नाही.",Negative,वाहतूक
2736,हे घर स्थानिक आहे.,Neutral,स्थावर मालमत्ता
2737,"ही बॅग बोगस आहे, माझा अनुभव खूप वाईट होता.",Negative,ऑनलाइन व्यापार
2738,हा मोबाईल जुना दिसतो.,Neutral,तंत्रज्ञान
2739,"हे घड्याळ खूप सुंदर आहे, माझ्या अपेक्षेपेक्षा चांगले निघाले.",Positive,ऑनलाइन व्यापार
2740,हा फ्रिज विदेशी माझ्याकडे आहे.,Neutral,ऑनलाइन व्यापार
2741,हे पत्र हलका असे म्हणता येईल.,Neutral,संवाद
2742,"ही बस अतिशय आरामदायक आहे, पैशाचे चीज झाले.",Positive,वाहतूक
2743,"हा अभ्यासक्रम खूप सुंदर आहे, सर्वांनाच आवडेल.",Positive,शिक्षण
2744,"ही कार खूप कंटाळवाणा आहे, सतत बिघडत असतो.",Negative,वाहतूक
2745,हे अॅप मोठा असून आजच बाजारात आला आहे.,Neutral,तंत्रज्ञान
2746,"हा डबा बकवास आहे, कोणीही घेऊ नका.",Negative,ऑनलाइन व्यापार
2747,"हा टी-शर्ट निकृष्ट दर्जाचा आहे, वापरणे खूप कठीण जाते.",Negative,ऑनलाइन व्यापार
2748,"हे पुस्तक एकदम उत्तम आहे, नक्की खरेदी करा.",Positive,शिक्षण
2749,हा फ्रिज निळ्या रंगाचा असल्याचे समजते.,Neutral,ऑनलाइन व्यापार
2750,"हा डबा एकदम भारी आहे, मला खूप आवडला.",Positive,ऑनलाइन व्यापार
2751,हा अभ्यासक्रम महाग असल्याचे पाहायला मिळते.,Neutral,शिक्षण
2752,हा संगणक वापरायला सोपा आहे.,Neutral,तंत्रज्ञान
2753,"ही ट्रेन अप्रतिम आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,वाहतूक
2754,ही योजना जुना दिसतो.,Neutral,सरकारी सेवा
2755,"हे घर अजिबात चांगले नाही आहे, मला अजिबात आवडले नाही.",Negative,स्थावर मालमत्ता
2756,"ही ट्रेन खूप वाईट आहे, सतत बिघडत असतो.",Negative,वाहतूक
2757,"हा संगणक अतिशय निकृष्ट आहे, सतत बिघडत असतो.",Negative,तंत्रज्ञान
2758,"ही वेबसिरीज निकृष्ट दर्जाचा आहे, मला अजिबात आवडली नाही.",Negative,मनोरंजन
2759,हे अॅप महाग असून सर्वांना परिचयाचा आहे.,Neutral,तंत्रज्ञान
2760,"ही छत्री अत्यंत सुंदर आहे, त्यामुळे मी खुश आहे.",Positive,ऑनलाइन व्यापार
2761,हा कॅमेरा महाग असा आहे.,Neutral,तंत्रज्ञान
2762,ही ट्रेन हलका दिसतो.,Neutral,वाहतूक
2763,"हा खेळ एकदम थर्ड क्लास आहे, कोणीही घेऊ नका.",Negative,क्रीडा
2764,"हा फ्रिज पैसे वाया घालवणारा आहे, कृपया यापासून दूर राहा.",Negative,ऑनलाइन व्यापार
2765,ही टोपी ठीक असून सर्वांना परिचयाचा आहे.,Neutral,ऑनलाइन व्यापार
2766,"हे अॅप खूपच चांगले आहे, वापरताना आनंद मिळतो.",Positive,तंत्रज्ञान
2767,"हे स्मार्टवॉच अपेक्षेपेक्षा खराब आहे, कोणीही घेऊ नका.",Negative,तंत्रज्ञान
2768,"ही कविता खूप छान आहे, वापरताना आनंद मिळतो.",Positive,मनोरंजन
2769,"ही बाटली अजिबात चांगली नाही आहे, माझी फसवणूक झाली असे वाटते.",Negative,ऑनलाइन व्यापार
2770,"हा प्रकल्प एकदम भारी आहे, माझा अनुभव चांगला होता.",Positive,शिक्षण
2771,"हा लॅपटॉप आकर्षक आहे, त्यामुळे मी खुश आहे.",Positive,तंत्रज्ञान
2772,"ही बॅग अतिशय दर्जेदार आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
2773,"हा कॅमेरा टाकाऊ आहे, कृपया यापासून दूर राहा.",Negative,तंत्रज्ञान
2774,"हा फ्रिज एकदम भारी आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
2775,"हे जेवण अत्यंत संथ आहे, पैसे पूर्ण वाया गेले.",Negative,अन्न
2776,"हे चित्र अप्रतिम आहे, वापरताना आनंद मिळतो.",Positive,मनोरंजन
2777,"ही बॅग अजिबात चांगली नाही आहे, मी अजिबात समाधानी नाही.",Negative,ऑनलाइन व्यापार
2778,"ही कंपनी एकदम उत्तम आहे, नक्की खरेदी करा.",Positive,व्यवसाय
2779,"हे पत्र कमकुवत आहे, मी अजिबात समाधानी नाही.",Negative,संवाद
2780,हा संगणक बऱ्यापैकी असे म्हणता येईल.,Neutral,तंत्रज्ञान
2781,"हा फ्रिज अपेक्षेपेक्षा खराब आहे, पैसे पूर्ण वाया गेले.",Negative,ऑनलाइन व्यापार
2782,"ही सायकल अजिबात चांगली नाही आहे, पैसे पूर्ण वाया गेले.",Negative,वाहतूक
2783,"ही कथा त्रासदायक आहे, माझा अनुभव खूप वाईट होता.",Negative,मनोरंजन
2784,हा कॅमेरा उपलब्ध असल्याचे पाहायला मिळते.,Neutral,तंत्रज्ञान
2785,हे गाणे पांढऱ्या रंगाचे असल्याची माहिती मिळाली आहे.,Neutral,मनोरंजन
2786,"हे कुलूप तक्रार करण्याजोगा आहे, त्यामुळे मी निराश झालो.",Negative,ऑनलाइन व्यापार
2787,"हे कुलूप वाखाणण्याजोगा आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,ऑनलाइन व्यापार
2788,"ही सायकल मनमोहक आहे, माझा अनुभव चांगली होता.",Positive,वाहतूक
2789,"हा चार्जर खूप महाग आहे, मी अजिबात समाधानी नाही.",Negative,तंत्रज्ञान
2790,"ही बॅग खूप छान आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,ऑनलाइन व्यापार
2791,ही बाटली बऱ्यापैकी असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
2792,ही सेवा काहीसा वेगळा आहे.,Neutral,ग्राहक सेवा
2793,"ही कथा निराशाजनक आहे, पैसे पूर्ण वाया गेले.",Negative,मनोरंजन
2794,"ही ट्रेन खूप वेगाने चालणारा आहे, पैशाचे चीज झाले.",Positive,वाहतूक
2795,"ही योजना अचूक आहे, मला खूप आवडली.",Positive,सरकारी सेवा
2796,"हे स्मार्टवॉच बकवास आहे, कृपया यापासून दूर राहा.",Negative,तंत्रज्ञान
2797,"ही ट्रेन एकदम भारी आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,वाहतूक
2798,"हा खेळ खूप छान आहे, त्यामुळे मी खुश आहे.",Positive,क्रीडा
2799,"हा संगणक पैसे वाया घालवणारा आहे, कृपया यापासून दूर राहा.",Negative,तंत्रज्ञान
2800,"हा डबा अतिशय आरामदायक आहे, माझा अनुभव चांगला होता.",Positive,ऑनलाइन व्यापार
2801,"हे हॉटेल अतिशय दर्जेदार आहे, नक्की खरेदी करा.",Positive,प्रवास
2802,"ही सेवा खूपच चांगली आहे, मला खूप आवडली.",Positive,ग्राहक सेवा
2803,"ही शाळा त्रासदायक आहे, सतत बिघडत असतो.",Negative,शिक्षण
2804,हे पुस्तक नेहमीसारखा असून सर्वांना परिचयाचा आहे.,Neutral,शिक्षण
2805,"ही कादंबरी कुचकामी आहे, पैसे पूर्ण वाया गेले.",Negative,मनोरंजन
2806,"हा सोफा भरवशाचा आहे, पैशाचे चीज झाले.",Positive,ऑनलाइन व्यापार
2807,"हे गाणे निराशाजनक आहे, वापरणे खूप कठीण जाते.",Negative,मनोरंजन
2808,"हे घड्याळ किफायतशीर आहे, नक्की खरेदी करा.",Positive,ऑनलाइन व्यापार
2809,"ही कादंबरी अतिशय आरामदायक आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,मनोरंजन
2810,"ही बस अचूक आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,वाहतूक
2811,"हा डबा पैसे वाया घालवणारा आहे, सतत बिघडत असतो.",Negative,ऑनलाइन व्यापार
2812,हे पाकीट साधारण दिसतो.,Neutral,ऑनलाइन व्यापार
2813,हा टीव्ही विदेशी असून आजच बाजारात आला आहे.,Neutral,तंत्रज्ञान
2814,हे नाटक निळ्या रंगाचे आहे.,Neutral,मनोरंजन
2815,हे हॉटेल वापरायला सोपा माझ्याकडे आहे.,Neutral,प्रवास
2816,"ही सायकल अत्यंत सुंदर आहे, पैशाचे चीज झाले.",Positive,वाहतूक
2817,"हा डबा अतिशय आरामदायक आहे, पैशाचे चीज झाले.",Positive,ऑनलाइन व्यापार
2818,"हा डबा खूप वेगाने चालणारा आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
2819,"हा चार्जर अत्यंत सुंदर आहे, पैशाचे चीज झाले.",Positive,तंत्रज्ञान
2820,"ही पिशवी अतिशय उपयोगी आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,ऑनलाइन व्यापार
2821,हे घड्याळ नेहमीसारखा असल्याची माहिती मिळाली आहे.,Neutral,ऑनलाइन व्यापार
2822,"हा डबा मनमोहक आहे, मला खूप आवडला.",Positive,ऑनलाइन व्यापार
2823,"ही पिशवी असुविधाजनक आहे, वापरणे खूप कठीण जाते.",Negative,ऑनलाइन व्यापार
2824,हा शर्ट साधारण असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
2825,"ही कार तुटलेला आहे, पैसे पूर्ण वाया गेले.",Negative,वाहतूक
2826,"ही कार अतिशय उपयोगी आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,वाहतूक
2827,"हे पाकीट अतिशय आरामदायक आहे, नक्की खरेदी करा.",Positive,ऑनलाइन व्यापार
2828,हा सोफा पांढऱ्या रंगाचा असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
2829,"ही सेवा अचूक आहे, माझा अनुभव चांगली होता.",Positive,ग्राहक सेवा
2830,"हे घर तक्रार करण्याजोगा आहे, माझी फसवणूक झाली असे वाटते.",Negative,स्थावर मालमत्ता
2831,ही बॅग वापरायला सोपा असे म्हणता येईल.,Neutral,ऑनलाइन व्यापार
2832,"हा लॅपटॉप खूपच चांगला आहे, मी पूर्णपणे समाधानी आहे.",Positive,तंत्रज्ञान
2833,ही ट्रेन लाल रंगाची असे म्हणता येईल.,Neutral,वाहतूक
2834,"हा टीव्ही निकृष्ट दर्जाचा आहे, माझी फसवणूक झाली असे वाटते.",Negative,तंत्रज्ञान
2835,"ही छत्री खूपच चांगली आहे, माझा अनुभव चांगली होता.",Positive,ऑनलाइन व्यापार
2836,ही कथा ऑनलाईन मिळणारा असल्याचे पाहायला मिळते.,Neutral,मनोरंजन
2837,हे हॉटेल स्वस्त आहे.,Neutral,प्रवास
2838,हा चष्मा स्थानिक असा आहे.,Neutral,ऑनलाइन व्यापार
2839,"हे घर अपेक्षेपेक्षा खराब आहे, सतत बिघडत असतो.",Negative,स्थावर मालमत्ता
2840,"ही कादंबरी अत्यंत सुंदर आहे, माझा अनुभव चांगली होता.",Positive,मनोरंजन
2841,"ही कथा बकवास आहे, मला अजिबात आवडली नाही.",Negative,मनोरंजन
2842,"ही कविता एकदम उत्तम आहे, मला खूप आवडली.",Positive,मनोरंजन
2843,"हा फ्रिज खूप महाग आहे, कोणीही घेऊ नका.",Negative,ऑनलाइन व्यापार
2844,"हा चष्मा तुटलेला आहे, कृपया यापासून दूर राहा.",Negative,ऑनलाइन व्यापार
2845,हा कॅमेरा जुना आहे.,Neutral,तंत्रज्ञान
2846,हे दप्तर सरासरी असून आजच बाजारात आला आहे.,Neutral,शिक्षण
2847,"हा फ्रिज बकवास आहे, माझी फसवणूक झाली असे वाटते.",Negative,ऑनलाइन व्यापार
2848,"ही वेबसिरीज अचूक आहे, सर्वांनाच आवडेल.",Positive,मनोरंजन
2849,"हा पंखा मनमोहक आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
2850,हा संगणक जुना असे म्हणता येईल.,Neutral,तंत्रज्ञान
2851,हे गाणे महाग असा आहे.,Neutral,मनोरंजन
2852,"हा डबा अत्यंत सुंदर आहे, पैशाचे चीज झाले.",Positive,ऑनलाइन व्यापार
2853,"हे कपाट त्रासदायक आहे, सतत बिघडत असतो.",Negative,ऑनलाइन व्यापार
2854,"ही बस त्रासदायक आहे, वापरणे खूप कठीण जाते.",Negative,वाहतूक
2855,"हा फ्रिज खूप वाईट आहे, कृपया यापासून दूर राहा.",Negative,ऑनलाइन व्यापार
2856,ही छत्री मोठा असल्याचे समजते.,Neutral,ऑनलाइन व्यापार
2857,"ही सेवा त्रासदायक आहे, माझी फसवणूक झाली असे वाटते.",Negative,ग्राहक सेवा
2858,"हे कपाट मस्त आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
2859,हा प्रकल्प ठीक असून सर्वांना परिचयाचा आहे.,Neutral,शिक्षण
2860,ही कविता ऑनलाईन मिळणारा असून आजच बाजारात आला आहे.,Neutral,मनोरंजन
2861,"हे नाटक कुचकामी आहे, मला अजिबात आवडले नाही.",Negative,मनोरंजन
2862,"हा सोफा अतिशय आरामदायक आहे, त्यामुळे मी खुश आहे.",Positive,ऑनलाइन व्यापार
2863,"ही सेवा अतिशय आरामदायक आहे, वापरताना आनंद मिळतो.",Positive,ग्राहक सेवा
2864,"ही छत्री खूप कंटाळवाणा आहे, पैसे पूर्ण वाया गेले.",Negative,ऑनलाइन व्यापार
2865,"हे गाणे अतिशय उपयोगी आहे, माझ्या अपेक्षेपेक्षा चांगले निघाले.",Positive,मनोरंजन
2866,"हे जेवण दर्जेदार आहे, मला खूप आवडले.",Positive,अन्न
2867,ही बस ठीक असे म्हणता येईल.,Neutral,वाहतूक
2868,"ही ट्रेन खराब आहे, वापरणे खूप कठीण जाते.",Negative,वाहतूक
2869,हा प्रकल्प नेहमीसारखा असे म्हणता येईल.,Neutral,शिक्षण
2870,"हा चार्जर खूप वेगाने चालणारा आहे, वापरताना आनंद मिळतो.",Positive,तंत्रज्ञान
2871,"हा अभ्यासक्रम निराशाजनक आहे, वापरणे खूप कठीण जाते.",Negative,शिक्षण
2872,हा पंखा लहान असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
2873,ही सायकल लाल रंगाची माझ्याकडे आहे.,Neutral,वाहतूक
2874,"हा टीव्ही निकृष्ट दर्जाचा आहे, मी अजिबात समाधानी नाही.",Negative,तंत्रज्ञान
2875,"हा चष्मा एकदम उत्तम आहे, माझा अनुभव चांगला होता.",Positive,ऑनलाइन व्यापार
2876,"ही बाटली खराब प्रतीचा आहे, सतत बिघडत असतो.",Negative,ऑनलाइन व्यापार
2877,"ही बॅग बकवास आहे, मी अजिबात समाधानी नाही.",Negative,ऑनलाइन व्यापार
2878,"हा संगणक निकृष्ट दर्जाचा आहे, वापरणे खूप कठीण जाते.",Negative,तंत्रज्ञान
2879,हे स्मार्टवॉच स्वस्त माझ्याकडे आहे.,Neutral,तंत्रज्ञान
2880,ही पिशवी लाल रंगाची असे म्हणता येईल.,Neutral,ऑनलाइन व्यापार
2881,"हा पंखा खूप छान आहे, पैशाचे चीज झाले.",Positive,ऑनलाइन व्यापार
2882,"हा टी-शर्ट एकदम भारी आहे, त्यामुळे मी खुश आहे.",Positive,ऑनलाइन व्यापार
2883,"हा चार्जर मजबूत आहे, माझ्या अपेक्षेपेक्षा चांगला निघाला.",Positive,तंत्रज्ञान
2884,"हा चष्मा खूप वाईट आहे, वापरणे खूप कठीण जाते.",Negative,ऑनलाइन व्यापार
2885,"हे पुस्तक किफायतशीर आहे, सर्वांनाच आवडेल.",Positive,शिक्षण
2886,"ही टोपी खूप सदोष आहे, कृपया यापासून दूर राहा.",Negative,ऑनलाइन व्यापार
2887,"हे पत्र एकदम भारी आहे, मला खूप आवडले.",Positive,संवाद
2888,"हा संगणक टाकाऊ आहे, कोणीही घेऊ नका.",Negative,तंत्रज्ञान
2889,"हे दप्तर कमकुवत आहे, कोणीही घेऊ नका.",Negative,शिक्षण
2890,"ही खुर्ची अतिशय दर्जेदार आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,ऑनलाइन व्यापार
2891,हा सोफा साधारण असून सर्वांना परिचयाचा आहे.,Neutral,ऑनलाइन व्यापार
2892,"हा मोबाईल निराशाजनक आहे, सतत बिघडत असतो.",Negative,तंत्रज्ञान
2893,"हा फ्रिज किफायतशीर आहे, पैशाचे चीज झाले.",Positive,ऑनलाइन व्यापार
2894,"हे गाणे आकर्षक आहे, मी पूर्णपणे समाधानी आहे.",Positive,मनोरंजन
2895,"ही सायकल खराब प्रतीचा आहे, वापरणे खूप कठीण जाते.",Negative,वाहतूक
2896,"ही पिशवी दर्जेदार आहे, मी पूर्णपणे समाधानी आहे.",Positive,ऑनलाइन व्यापार
2897,"हे दप्तर मजबूत आहे, मला खूप आवडले.",Positive,शिक्षण
2898,"हे गाणे अप्रतिम आहे, सर्वांनाच आवडेल.",Positive,मनोरंजन
2899,"हे दप्तर तुटलेला आहे, कोणीही घेऊ नका.",Negative,शिक्षण
2900,हे घर ठीक असून सर्वांना परिचयाचा आहे.,Neutral,स्थावर मालमत्ता
2901,"हा संगणक खराब आहे, मी अजिबात समाधानी नाही.",Negative,तंत्रज्ञान
2902,"हे नाटक अपेक्षेपेक्षा खराब आहे, माझा अनुभव खूप वाईट होता.",Negative,मनोरंजन
2903,"ही बस खूप सदोष आहे, मी अजिबात समाधानी नाही.",Negative,वाहतूक
2904,"हा खेळ एकदम उत्तम आहे, सर्वांनाच आवडेल.",Positive,क्रीडा
2905,"हा चित्रपट खराब प्रतीचा आहे, माझा अनुभव खूप वाईट होता.",Negative,मनोरंजन
2906,"हे स्मार्टवॉच उत्कृष्ट आहे, वापरताना आनंद मिळतो.",Positive,तंत्रज्ञान
2907,"हे घर कमकुवत आहे, मी अजिबात समाधानी नाही.",Negative,स्थावर मालमत्ता
2908,"ही पिशवी मजबूत आहे, मी पूर्णपणे समाधानी आहे.",Positive,ऑनलाइन व्यापार
2909,"ही कविता किफायतशीर आहे, वापरताना आनंद मिळतो.",Positive,मनोरंजन
2910,"हा टीव्ही आकर्षक आहे, मी पूर्णपणे समाधानी आहे.",Positive,तंत्रज्ञान
2911,ही कार लहान असल्याची माहिती मिळाली आहे.,Neutral,वाहतूक
2912,"हा चष्मा अत्यंत संथ आहे, वापरणे खूप कठीण जाते.",Negative,ऑनलाइन व्यापार
2913,ही बस काहीसा वेगळा असल्याचे पाहायला मिळते.,Neutral,वाहतूक
2914,"हा शर्ट कुचकामी आहे, कृपया यापासून दूर राहा.",Negative,ऑनलाइन व्यापार
2915,"हे पत्र अत्यंत संथ आहे, कोणीही घेऊ नका.",Negative,संवाद
2916,"हे पुस्तक खूप वेगाने चालणारा आहे, त्यामुळे मी खुश आहे.",Positive,शिक्षण
2917,"हे घर अत्यंत सुंदर आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,स्थावर मालमत्ता
2918,"हे नाटक अप्रतिम आहे, त्यामुळे मी खुश आहे.",Positive,मनोरंजन
2919,"हे पाकीट अतिशय निकृष्ट आहे, कोणीही घेऊ नका.",Negative,ऑनलाइन व्यापार
2920,"हे पाकीट आकर्षक आहे, सर्वांनाच आवडेल.",Positive,ऑनलाइन व्यापार
2921,"ही कथा मस्त आहे, सर्वांनाच आवडेल.",Positive,मनोरंजन
2922,ही बाटली महाग असून आजच बाजारात आला आहे.,Neutral,ऑनलाइन व्यापार
2923,हा लॅपटॉप ठीक असल्याचे समजते.,Neutral,तंत्रज्ञान
2924,"हा मोबाईल लाजवाब आहे, माझ्या अपेक्षेपेक्षा चांगला निघाला.",Positive,तंत्रज्ञान
2925,ही छत्री साधारण असा आहे.,Neutral,ऑनलाइन व्यापार
2926,"ही सेवा उत्कृष्ट आहे, वापरताना आनंद मिळतो.",Positive,ग्राहक सेवा
2927,ही ट्रेन विदेशी असल्याची माहिती मिळाली आहे.,Neutral,वाहतूक
2928,"हा मोबाईल एकदम भारी आहे, त्यामुळे मी खुश आहे.",Positive,तंत्रज्ञान
2929,"हा कॅमेरा अतिशय उपयोगी आहे, माझा अनुभव चांगला होता.",Positive,तंत्रज्ञान
2930,हा खेळ ठीकठाक दिसतो.,Neutral,क्रीडा
2931,ही खुर्ची काळ्या रंगाची असल्याचे पाहायला मिळते.,Neutral,ऑनलाइन व्यापार
2932,हा पंखा बऱ्यापैकी असल्याचे समजते.,Neutral,ऑनलाइन व्यापार
2933,"हा डबा अचूक आहे, मला खूप आवडला.",Positive,ऑनलाइन व्यापार
2934,"हा खेळ अतिशय निरुपयोगी आहे, माझा अनुभव खूप वाईट होता.",Negative,क्रीडा
2935,ही कथा स्थानिक असून सर्वांना परिचयाचा आहे.,Neutral,मनोरंजन
2936,हे हॉटेल महाग असे म्हणता येईल.,Neutral,प्रवास
2937,"ही कंपनी उत्कृष्ट आहे, सर्वांनाच आवडेल.",Positive,व्यवसाय
2938,"हे पत्र अत्यंत संथ आहे, माझी फसवणूक झाली असे वाटते.",Negative,संवाद
2939,"हा कॅमेरा सर्वोत्कृष्ट आहे, माझ्या अपेक्षेपेक्षा चांगला निघाला.",Positive,तंत्रज्ञान
2940,"हे कपाट किफायतशीर आहे, पैशाचे चीज झाले.",Positive,ऑनलाइन व्यापार
2941,"हा शर्ट खूप वाईट आहे, मी अजिबात समाधानी नाही.",Negative,ऑनलाइन व्यापार
2942,"हा संगणक भरवशाचा आहे, मी पूर्णपणे समाधानी आहे.",Positive,तंत्रज्ञान
2943,ही शाळा मोठा माझ्याकडे आहे.,Neutral,शिक्षण
2944,"हे हॉटेल बकवास आहे, सतत बिघडत असतो.",Negative,प्रवास
2945,"ही बॅग एकदम थर्ड क्लास आहे, कोणीही घेऊ नका.",Negative,ऑनलाइन व्यापार
2946,हे दप्तर वापरायला सोपा असून आजच बाजारात आला आहे.,Neutral,शिक्षण
2947,हा संगणक वापरायला सोपा असल्याचे समजते.,Neutral,तंत्रज्ञान
2948,"हा डबा कुचकामी आहे, पैसे पूर्ण वाया गेले.",Negative,ऑनलाइन व्यापार
2949,"ही खुर्ची आकर्षक आहे, त्यामुळे मी खुश आहे.",Positive,ऑनलाइन व्यापार
2950,हे जेवण साधारण असून आजच बाजारात आला आहे.,Neutral,अन्न
2951,"हा पेन मजबूत आहे, वापरताना आनंद मिळतो.",Positive,शिक्षण
2952,"हा पंखा खराब प्रतीचा आहे, माझी फसवणूक झाली असे वाटते.",Negative,ऑनलाइन व्यापार
2953,हे स्मार्टवॉच लाल रंगाचे माझ्याकडे आहे.,Neutral,तंत्रज्ञान
2954,हा सोफा हलका असल्याची माहिती मिळाली आहे.,Neutral,ऑनलाइन व्यापार
2955,"हे जेवण खूप सदोष आहे, मला अजिबात आवडले नाही.",Negative,अन्न
2956,हा टी-शर्ट स्थानिक असून आजच बाजारात आला आहे.,Neutral,ऑनलाइन व्यापार
2957,"ही कादंबरी लाजवाब आहे, माझ्या अपेक्षेपेक्षा चांगली निघाली.",Positive,मनोरंजन
2958,"ही सेवा खूप छान आहे, माझा अनुभव चांगली होता.",Positive,ग्राहक सेवा
2959,"ही सेवा खूप वेगाने चालणारा आहे, नक्की खरेदी करा.",Positive,ग्राहक सेवा
2960,"ही ट्रेन अतिशय निकृष्ट आहे, पैसे पूर्ण वाया गेले.",Negative,वाहतूक
2961,"हे अॅप आकर्षक आहे, माझ्या अपेक्षेपेक्षा चांगले निघाले.",Positive,तंत्रज्ञान
2962,"हे स्मार्टवॉच दर्जेदार आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,तंत्रज्ञान
2963,"हे कपाट बकवास आहे, मला अजिबात आवडले नाही.",Negative,ऑनलाइन व्यापार
2964,ही सायकल हलका माझ्याकडे आहे.,Neutral,वाहतूक
2965,"हे हॉटेल उत्कृष्ट आहे, पैशाचे चीज झाले.",Positive,प्रवास
2966,"हे अॅप खूप वाईट आहे, सतत बिघडत असतो.",Negative,तंत्रज्ञान
2967,हे घड्याळ ठीकठाक दिसतो.,Neutral,ऑनलाइन व्यापार
2968,"हा कॅमेरा अतिशय दर्जेदार आहे, मी पूर्णपणे समाधानी आहे.",Positive,तंत्रज्ञान
2969,हे नाटक उपलब्ध असल्याचे समजते.,Neutral,मनोरंजन
2970,"हे कपाट भरवशाचा आहे, सर्वांनाच आवडेल.",Positive,ऑनलाइन व्यापार
2971,हे कपाट ठीकठाक असल्याची माहिती मिळाली आहे.,Neutral,ऑनलाइन व्यापार
2972,"हे स्मार्टवॉच खूप वाईट आहे, त्यामुळे मी निराश झालो.",Negative,तंत्रज्ञान
2973,हे कपाट वापरायला सोपा असून सर्वांना परिचयाचा आहे.,Neutral,ऑनलाइन व्यापार
2974,हे दप्तर महाग दिसतो.,Neutral,शिक्षण
2975,हा कॅमेरा जुना असा आहे.,Neutral,तंत्रज्ञान
2976,"ही शाळा त्रासदायक आहे, कोणीही घेऊ नका.",Negative,शिक्षण
2977,"हे चित्र लाजवाब आहे, पैशाचे चीज झाले.",Positive,मनोरंजन
2978,हे जॅकेट वापरायला सोपा माझ्याकडे आहे.,Neutral,ऑनलाइन व्यापार
2979,हे जेवण जड दिसतो.,Neutral,अन्न
2980,"ही सायकल पैसे वाया घालवणारा आहे, त्यामुळे मी निराश झालो.",Negative,वाहतूक
2981,"ही टोपी अतिशय दर्जेदार आहे, सर्वांनाच आवडेल.",Positive,ऑनलाइन व्यापार
2982,हे हॉटेल विदेशी दिसतो.,Neutral,प्रवास
2983,"ही सायकल खूप कंटाळवाणा आहे, पैसे पूर्ण वाया गेले.",Negative,वाहतूक
2984,"ही सायकल अतिशय दर्जेदार आहे, नक्की खरेदी करा.",Positive,वाहतूक
2985,"हा संगणक एकदम भारी आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,तंत्रज्ञान
2986,"ही कंपनी कुचकामी आहे, वापरणे खूप कठीण जाते.",Negative,व्यवसाय
2987,"हे जॅकेट पैसे वाया घालवणारा आहे, मी अजिबात समाधानी नाही.",Negative,ऑनलाइन व्यापार
2988,"हा अभ्यासक्रम पैसे वाया घालवणारा आहे, त्यामुळे मी निराश झालो.",Negative,शिक्षण
2989,"हा अभ्यासक्रम तक्रार करण्याजोगा आहे, वापरणे खूप कठीण जाते.",Negative,शिक्षण
2990,"हा पंखा एकदम उत्तम आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
2991,ही कार निळ्या रंगाची आहे.,Neutral,वाहतूक
2992,"हे कुलूप खराब प्रतीचा आहे, वापरणे खूप कठीण जाते.",Negative,ऑनलाइन व्यापार
2993,"हे अॅप उत्कृष्ट आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,तंत्रज्ञान
2994,"हे नाटक भरवशाचा आहे, सर्वांनाच आवडेल.",Positive,मनोरंजन
2995,"ही खुर्ची त्रासदायक आहे, मी अजिबात समाधानी नाही.",Negative,ऑनलाइन व्यापार
2996,ही शाळा मोठा दिसतो.,Neutral,शिक्षण
2997,"हे जेवण वाखाणण्याजोगा आहे, मला खूप आवडले.",Positive,अन्न
2998,हा सोफा नवीन असे म्हणता येईल.,Neutral,ऑनलाइन व्यापार
2999,ही कविता विदेशी असल्याचे पाहायला मिळते.,Neutral,मनोरंजन
3000,"ही कथा किफायतशीर आहे, नक्की खरेदी करा.",Positive,मनोरंजन
3001,हा पंखा साधारण असा आहे.,Neutral,ऑनलाइन व्यापार
3002,हा खेळ जड आहे.,Neutral,क्रीडा
