id,Label,clean_tweet_v2
1802,-1,लहान मुलांच्या डायपर सारखे असते नसेल मिनटानी बघावे लागते किती लाइक्स रिट्वीट
1803,-1,फक्त बनवतो माणसाला स्वतः तयार करावी लागते
1804,1,सगळं बंद फक्त बार चालू कारण बार मध्ये जाती धर्म मानला
1805,1,दिवस साइक्लिंग क़ाय करायला लागलो साले शेजारचे विचारायला लागले कुठला पेपर टाकतो
1806,1,धृतराष्टरागात कुठे होतीस तू सम्पूर्ण रात्र गांधारी मुलांना गुड नाईट बोलायला गेले
1807,-1,थोबाड़ काळे असेल क्रीम लावले जातं कारनामे काळे असेल मोबाइल वर लॉक
1808,-1,आजी लोकं कानात जानवे घालून उभे आजी जानवे इयरफोन घालून उभे
1809,-1,सगळे रे मध्ये कोणी राहिल असेल लिंबू सरबत द्या त्याला
1810,1,सुचना रोज सकाळी फिरायला जाणायांनी जानेवारी दरम्यान फिरायला जाऊ नये दिवशी संकल्प वाल्यांची प्रचंड गर्दी असणार
1811,1,वेटर क़ाय आणू सर दीपू चिकन वेटर कुठली आणू फ्रेंच स्पेनिश अफगानी दीपू कुठली आण मला कुठे गप्पा मारायचे त्यांच्या बरोबर
1812,1,दीपूसाहेब जेव्हा केक खातोतेव्हा मला छातीत जळु लागतं डॉक्टरपुढच्या वेळी पासून कैंडल विझवून केक खात जा
1813,1,ओके जानु बाय फक्त बाय विसरला ना अरे होतुझे बैंक एकाउंट आधार शी लिंक घे मार्च शेवट
1814,1,सोनी सीआईडी मधला दया जर बटाटे खात असेल त्याला क़ाय म्हणाल दयालु
1815,1,ज्या मुलीला शंभर गुड़घे तिला क़ाय म्हणाल सोनी
1816,1,शेजारच्या ने हद्द च राव हसत तुमचे वर एवढे मित्र आमच्या म्हशिला एखादं जोड़ा बघा राव
1817,1,मित्र अरे रामदेव बाबा वाले चे नूडल्स घेतले याला खायचं कसे मित्र नाक बंद दुसऱ्या नाकाने त्याला नूडल्स ला आत ओढ़सिंपल
1818,-1,माझा अर्धा पेग घे किती त्याग शब्दात
1819,-1,स्वप्न काश्मीर घेण्याचे पाहतात यांना भीती भारतीय नारी च्या चपलेने वाटते मोठे
1820,-1,बदाम खाऊन तेवढ़ी अक्कल जेवढी फेक डीपी ने धोका खाऊन येते
1821,-1,अभिव्यक्ती स्वातंत्र्य उफाळून येऊन अमुक तमुक गोष्टीचा त्रास कारणे जातात हिंदू सणांवरील देव देवतांचा उल्लेख करत व्यंग नावाखाली ह्युमर शोधला जातो त्याने कुठल्या हिंदू धर्मीयाची धार्मिक दुखावली त्याने व्यक्त केलीच संकुचित विचारांचा देवभोळा ठरतो
1822,-1,नाताळच्या दिवशी हिंदू धर्म ख्रिस्ती धर्मापेक्षा महान असला आशय असणारे फॉरवर्ड करणारे स्वतःचा किंवा मुलाचा वाढदिवस केक कापून कँडल फुंकून साजरा करतात
1823,1,सर्कसीत मुलीने सिंहा ला किस रिंग मास्तर कुणा कड़े दम जे दाखवेल बंड्या करू शकतो फ़क्त सिंहाला बाहेर काढा
1824,-1,बैलाला दारू पाजू नका झिंगल बैल झिंगल बैल
1825,1,नियमप्रमाणे तेजस्वी तेजप्रताप ला हातावर कोरुन घ्यावे माझा बाप चोर
1826,-1,काळ फ़ोन नाहीस तीअरे माझा फ़ोन डिस्चार्ज कुठल्या हॉस्पिटल मधुन सोडून गेली ना राव मला
1827,1,ट्विटर च्या मुली धुके सारखे असतात नजरेला दिसतात हातात
1828,-1,मधील भारतरत्नचे मुख्य दावेदार
1829,-1,हसणाऱ्या बाइक ला आपण क़ाय म्हणाल
1830,-1,नवऱ्याचं लफड़ माहित पडल्यावर घरी वाट बघत असलेली बायको
1831,1,चुकीच्या नजरेने पाहणार प्रत्येका मुलगी तुम्हाला खराब दिसणार चांगल्या नजरेने पाहाल प्रत्येका सुंदर मुलगी तुम्हाला तुमची वहिंनी सारखी दिसणार
1832,-1,द्रौपदी चे वस्त्रहरण दुःशासन ला पडले भारी द्रौपदी चे वस्त्रहरण दुःशासन ला पडले भारी साड़ी त साड़ी पराग साड़ी
1833,-1,मित्रतुझ्या बायकोचे नाव क़ाय मित्र गूगल मित्र कसे नाव मित्र कुठे जातो मला शोधून काढ़ते
1834,1,माणसाने बोटाने माणसांना वर पोहचवलेकसे क़ाय लिफ्टमैन
1835,-1,मराठी चित्रपटाला प्राईम टाईम मिळत नसेल लगेच मंत्री महोदयांची अपॉईंटमेंट मिळेल पीडितत्रस्त एखादा गेला किमान महिने भेटण
1836,-1,तुमच शारीरिक वय कितीही वाढो मनात लहान मुलांची निरागसता डोळ्यात जिज्ञासा जागी ठेवा जगणं ओझ
1837,-1,माझ्या बायकोचे राशिफल रोज यासाठी बघतो कि माझा आजचा दिवस कसा जाईल
1838,-1,अनुष्काचं कळलं हाय कोली
1839,1,महाराष्ट्रात कितीही ओरडुन सांगितले कि दुकानाचे नाव मराठीत लिहा प्रत्येक पाटीवर इंग्लिश शब्द येतोच उदा स्टेशन स्टोअर सेंटर शॉपीई एकच पाटी मराठीचा अभिमान बाळगुन झळकत असते देशी दारूचे दुकान
1840,1,आजी आत जाऊन लपून जा तुझे गुरुजी नातू तुम्ही आत जाऊन लपा मि त्यांना सांगितले कि आपण वारल्या
1841,-1,मूलं मुलींचा पाठलाग तिच्या घरा पर्यन्त करतात जसे संध्याकाळी तिच्या घरावर वरात च जाणार
1842,1,फूल ग़ुलाबच आवडतय म्हटल्यावर काटे टोचणारच स्टेटस दिसल्यावर समजा कि त्यालातिच्या घरच्यांनी तुड़व तुड़व तुड़वले
1843,-1,नवरा घरातून बाहेर पडताना देवाचे नाव घेवो किंवा घेवो घरात शिरतांना देवाचे नाव नक्की घेतो
1844,-1,गुरुजी सोलर एनर्जी पासून तयार वस्तुचे नाव सांगा दीपू कुंतीपुत्र कर्ण गुरुजी शरपंजरी
1845,-1,तुम्हाला माहित सूर्यग्रहणचंद्रग्रहण चा प्रभाव फ़क्त तासच असतो पाणिग्रहण चा प्रभाव आयुष्यभर राहतो साखरपुड च्या दिवसांपासून सूतक लागून जातो
1846,-1,बस कंडक्टर सर्वांनी टिकट घेतले मागे बंड्या अजुन हातात
1847,-1,गुजरात इलेक्शन ला आमची जब्त झालेली डिपॉजिट रक्कम त्वरित देण्यात यावी अन्यथा सत्तेतून बाहेर पडू
1848,-1,लोक म्हणतात अकड असली माणूस संपतो म्हणतो अकड नसली लोक त्याला संपवतात
1849,-1,बंड्या माझे मोबाइल बिल किती कॉल सेन्टर डायल करा तुम्हाला करंट बिल किती कळेल बंड्या वेडे करंट बिल मोबाइल बिल सांग
1850,1,मालक टाइम क़ाय जरा बघून सांग नौकर मला वाचता मालक घड्याळ बघून सांग लहान काटा मोठा कुठे नौकर दोन्ही काटे घड़यालात
1851,-1,व्यंग किती लवकर ना तू घरी बाहेर खा मग अजून वापर मोबाईल किती लवकर उठलीस झोप झोप फक्त २ वाजलेत दुपारचे लागले घे अजून पैसे आपल्याकडे पैश्यांचं झाड
1852,-1,इथं कोण कसा कोण कसा यापेक्षा लोक करतात तसच मला जमत याचं दुःख मोठं आहेमग मध्ये घुसून फ्लर्ट करणं असो वर पोरगी सोबत बोलणं असोट्रोल करणंखेचणं असोट्विट मध्ये विचार पेरणं असो किंवा काहीही
1853,1,अरे तुझी बायको खुप ओरडायची तुला एवढी शांत कशी आईडिया क़ाय तिला गुटका खायला शिकविले
1854,-1,बीड़ी पिणारे क़ाय कहर असतात राव बंडल मधुन बीड़ी बाहेर काढतात जसे उरलेले बंडल फेकूणच देणार
1855,-1,जर तुमची गर्लफ्रेंड तुम्हाला बाबू बोलवत असेल तिला माहित तुमची लायकी प्यून पेक्षा जास्त वाढणार कधी
1856,1,केदार काका कैलेंडर द्या दुकानदार कुठले देऊ केदार ज्यात जास्त सुट्टी असेल द्या
1857,1,देशात लोकं ट्रैफिक सिग्नल समजत डोळ्यांनी केलेल्या इशारा समजण्या बाबतीत पीएचडी बसले
1858,-1,तसे पाहिले थंडी चा फायदा कि गर्मी बिल्कुल लागत
1859,-1,जर एखादी मुलगी मेसेज रिप्लाई देत ऐसे बिजी होऊ शकतं कि भांडी घासत असेल
1860,1,विचार करतोय दूसरे लग्न घेऊ तसे पहिले लग्न माझे
1861,1,वादळ चे नाव स्त्रीलिंग मधे जसे ओखी कटरीना लीजा लैरी बुलबुलइत्यादि जे तासन तास तबाही करतात पुल्लिंग च्या नावावर फक्त भूकंप जास्तीसजास्त सेकंड फड़फडून शांत होऊन जातो
1862,1,मुलगी भैया सफरचंद कसे दिले भैया चे मुलगी करा ना भैया ठीक चे घ्या मुलगी ओकेद्या
1863,-1,जगात सर्वात जास्त स्वप्न याच गोष्टीने टुटले लोक क़ाय म्हणतील
1864,-1,पासून ठरवले कोणाशी वाद घालायचे एखादा बोलला ना बैल गाभण ठीक बाबा गाभण गाभण कसा कधी तुझं तुलाच
1865,1,स्टोर मधे जर चोरी होताना तुम्ही पाहिले पोलिस तुम्हाला क़ाय समजतील
1866,-1,ने मागच्या मैच आजच्या मैच पुढच्या मैच चे स्कोर आजच घेतले
1867,-1,मला वाटतं मागच्या जन्मी राम दिसले श्रीलंकन फोड़ून टाक
1868,1,खरंच घनदाट धुकं पसरलंय काका स्वतःच्याच बायकोच्या मागे मागे चालत मॉर्निंग वॉक करत
1869,1,विराट च्या लग्नात फक्त पाहुणे आलेले एवढे आमच्या इथे लग्नात रुसुन बसतात
1870,-1,ची खासियत कि लग्न झालेले लोकं मनापासून हसतात
1871,-1,गरीब ताई दुसरीकडे ट्राय कर
1872,-1,बर्थ डे माझा मित्रांनो खाऊन घ्या केक बर्थ डे माझा मित्रांनो खाऊन घ्या केक
1873,-1,जोराची प्रेशर शेतात गेलो लोटा जोराची प्रेशर शेतात गेलो लोटा
1874,-1,निष्ठावान कार्यकता कडीपत्ता कुठलाही पदार्थ बनवताना पहीला फोडणीत घातला जातो आणी पदार्थ खाताना पहीला काढून बाहेर फेकला जातो
1875,-1,बाबा रूम जरा साफ ठेवत जा तरच लक्ष्मी येईल घरात गढ़ध्या तुमचे रूम साफ ठेवत जावा तुमच्याकडे आलीतर माझ्याकडे आपोआप येईल लक्ष्मी बॉम्ब फोड़ून कुटला मला बापाने
1876,1,निवडणूक लढ़वत माझी बायको आम्ही आपसात लढुण खुप खुश आहोत
1877,-1,जे रुपये चे नवीन नोट आलेले साठी फॉर्म वैगेरे भरायचे च्याला हातात अजुन आलीच
1878,1,मुली बायो मधे सिंगल लिहितात जसे कि वर येऊन त्यांचे स्वयंवर
1879,-1,मुलगी जानू हसतांना कशी दिसते मुलगा नंबर वर बटन फिरल्यावर जसे मिक्सर आवाज करतो ना तसे
1880,-1,झोपेत स्वप्न येतो तय स्वप्नात मुलगी येते मुलगीच्या मागे बंदूक तिचा बाप येतो मग झोप येते स्वप्न येते
1881,-1,धुके दाटलेलेउदास उदास
1882,1,माझा कुत्रा ने शटलकॉक खाऊन टाकले खरंच
1883,-1,मित्र बर्थडे कुठला किती केक आणू मित्र आण
1884,-1,साहेब किती हि नाव बदलून तूम्ही तूमचे समर्थक ट्विटरवरील सोसायटी मेंबर्स पाठवले शेवटी दाखवणार मंदपणाच कारण आपल्याकडे व्यंग आपल्याला जमला ट्रोल आपले क्षेत्रच किती हि कार्यकर्ते पाठवा काका मामा नाना बाबा पाठवले चालतील
1885,1,इम्पॅक्टबस मधे एकाने खिडकी उघडी ठेवली खूप वारा मुलगी त्याला म्हणाली प्लीज करता विंडो
1886,1,क्रोमोजोम ला कुठल्या प्रकारचे कपड़े जास्त आवडतात
1887,-1,पवनचक्की तुला कुठल्या प्रकारचे संगीत खुप आवडतं पवनचक्की
1888,-1,कोंबडी भूत ला तुम्ही क़ाय म्हणाल
1889,1,तुम्ही कुरूप आहात तुम्हाला तेव्हा कळतं जेव्हा ग्रुप फ़ोटो काढण्यासाठी कैमरा तुमच्या हाती दिला जातो
1890,-1,पावसाच्या नादात गोष्ट विसराल उद्यासाठी साबुदाणा भिजत घाला उद्या संकष्टी
1891,1,सासरे म्हणतयं वादळ जावाई स्वयंपाक करतयं
1892,-1,मासे सुदृढ़ राहण्यासाठी क़ाय करतात चा वापर करतात
1893,1,आमच्या कडे स्वेटरला प्लॉस्टीक लाऊन मिळेल
1894,-1,खेकडे कनफ्युज परत जून महीना
1895,-1,दिवसांनी ऐकायला मिळेल वादळाची तिव्रता शिवसेनेमुळेच ढग मोजणारे साहेब
1896,-1,मोसम मस्तना गरज नसताना पावसाच्या शुभेच्छा
1897,1,मोदी ने भाषण दिले फ़क्त शेतकऱ्याने टाळी वाजविले मोदी फ़क्त तूच माझा खरा भक्त शेतकरी घंटा भक्त तंबाकू मळतोय
1898,-1,मधे मारामारी मग त्यांचा मधे कोण जिंकतो सांगा
1899,-1,इंजिनिअर लोकांना वादळाचा त्रास
1900,-1,सुट्टीची लॉजिक
1901,-1,मग हिंदी मधे नाव बदलतात
1902,-1,दादासाहेब फाळके भावा
1903,1,आलिया भट्ट सकाळपासूनच संजय दत्तच्या बंगल्याबाहेर ऊभी तिला कोणीतरी सागितलंय दत्तजयंती
1904,-1,मुलगी तुझी लायकी माझ्या समोर उभा राहण्याची मुलगा चल मग झोपुया
1905,-1,लई थंडी काळजी घ्या रे महत्वाचा
1906,-1,लोकांना फॉलो करीन लोकं माला फॉलो करतील ट्विटर पीपल डोकेदुखीपीजे
1907,-1,पडदा मागे डोकेदुखीपीजे
1908,-1,डोकेदुखीपीजे
1909,-1,पहिली तारीखजेव्हा बायकोच्या हातात पगार येतो तेव्हा
1910,1,मुलगी फेसबुक वर स्टेटस टाकते हॅलो फ्रेन्ड्समी मावशी बंड्याने खाली कॉमेंट टाकली कोणत्या हाॅस्पिटलला किती पगार
1911,-1,देवाला पटवायलाच लागणार नाहीतर हातून साधना जायची
1912,1,बैंक ने माझे चेक रिजेक्ट कारण पैसे नव्हते मला समजत जेव्हा बैंकेत पैसे बैंक कशी चालवतात
1913,-1,ऐ ऐक ना मनातल्या मनात प्रेम करतेस तू किलो किंवा टन मधे कर ना
1914,1,मित्र क़ाय रे रडतोयस क़ाय मित्र काल पासून माझ्या मोबाइल एयरप्लेन मोड़ वर ठेवला अजुनपर्यन्त उडाला
1915,1,स्वतःची गुणगान करण्याचेही मुलींकडे रामबाण शस्त्र खुप वाइट ना जानू
1916,-1,संध्याकाळी आपोआप बार कड़े आकर्षित होण्याचा वेध ला दारुत्वाकर्षण म्हणतात न्यूटन च भाऊ पिउटन
1917,1,ज्यांची मंझिल सारखी असते नेहमी लिफ्ट मधे भेटतात
1918,1,मुली वाइट नसतात कुणाची बायको होताच यांच्यावर शनि कसा सवार होतो देव जाणो
1919,1,बायकोचे फ्रिज मधे पाणी भरून ठेवा चे दिवस संपलेच कि गोधड़ी नीट ठेवा सांगण्याचे दिवस आलेलई वाईट रे देवा
1920,-1,बायको आपल्यावर खुपच प्रेम करते वाटत असेल जेवण झाल्यावर एकदा पडद्याला हात पुसून पहा तुमचा सगळा गैरसमज दूर होईल
1921,-1,याले मनते विदर्भवाले गुरुजी बंड्या भारत कधी स्वतंत्र बे बंड्या बाप्पा कवाचाच झोपले तुम्ही
1922,-1,सामान्य जनतेने वर्षाचे लांडगे वर्षाचे लांडगे मधे फर्क शोधणे अव्वल दर्जाची बेवकूफी
1923,1,कमळ चिखलात उगवतो ज्याज्या राज्यात ची सरकार राज्य चिखळ आहेअसे समजावे
1924,-1,अगोदर प्रधानमंत्री म्हटले जायचे प्रचारमंत्री म्हटलं जातं
1925,1,चांगलं कि टीम मधे बॉलर नाहीये ओवर झाल्यानंतरही फेकत राहिला असता
1926,1,मित्र मोदीचं भाषण ऐकले मित्र२ डॉक्टर ने मनाई मित्र मित्र डॉक्टर म्हणालेरियलिटी मधे राहत जा जास्त फैंटेसी मधे राहशील वेडा होशील
1927,-1,आई बाबांना कॉमेडी स्टोरी सांगितली अनुभवाचे बोल लक्षात ठेव नेहमी
1928,1,ठाकरेंनी दिलासत्तेतुन बाहेर पडण्याचा ६८ वा इशारा उध्दव ठाकरेंची शतकाच्या दिशेने वाटचाल
1929,-1,माणूस नाक गळ्याचा स्पेशलिस्ट माणूस अरे वाह कुठल्या हॉस्पिटल ला आहात तुम्ही माणूस एक्चुअली करनी सेना मधुन
1930,1,मित्र क़ाय रे कुठले मंत्र वाचत होतास आताएवढा दम लागला तुला अरे दमात श्रीलंकन प्लेयर चे नाव वाचायचे प्रयत्न करत होतो
1931,-1,आई बाळ पाहुणे घरी जा मिठाई ये आई आईने लय चोपला मला ना राव
1932,-1,खालील प्रमाणे मला आजतागायत मार्क्स कधी मिळाले शाळेत
1933,1,नेहमी उन्हाळ्यात शिमला कुलु मनाली फिरायचं प्लान करतो त्यावेळी खरं मि फ्रीज मधे पाणी भरून ठेवण्याचे करतो घरी
1934,-1,बदनाम होण्यात वेगळीच मजा मुर्खांमुळे फ्री मध्ये प्रसिद्धी मिळते
1935,-1,फोर्टिस हॉस्पिटल मधे चुकुन पादलो डॉक्टर घ्या तुमचे लाखाचे बिल
1936,-1,जनावरांचे शेपुट पडल्यावर कुठे जातात मधे
1937,1,डॉक्टरने ला वाचवायचे बरेच प्रयत्न शेवटी
1938,-1,गोष्ट कि मला दूसरी मिळत गोष्ट कि मला दूसरी कुणीच नको
1939,1,भारतीय महिलांच आपल्याला कौतुक असले पाहिजे उपाशी राहतील तहानलेल्या राहतील गप्प राहतील
1940,-1,आजकाल ची अवस्था कि मुलगी दुसऱ्या मुलीला विचारते ताई तू मुलगीच आहेस ना
1941,-1,आई ज्या मुलीला मिठी मारलीस आवडते तुला खुश होऊन हो आई मग मिठी नदीत जाऊन मर इथे कशाला मरतोयस घरी
1942,1,नालायका किती तू खर्च करतोस रे आवर स्वतःला माझे डेबिट कार्ड
1943,1,घरातले मला प्रेमाने जा सामान येअसे बोलावतात
1944,-1,मित्र क़ाय रे घरी बद्दल बोललास हो मित्र मग घरच्यांनी क़ाय
1945,-1,जर तुमच्या मेसेज ला लगेच रिप्लाई देते मग घंटा क्रश तुमची
1946,1,लग्नात वधुचे फ़ोटो काढल्यावर मुलीचा बाप फोटोग्राफर ला बोलला वधु राधे माँ वधु अजूनही पार्लर मधे
1947,1,घरात राहणार फक्त लोकं टूथब्रश कसे होऊन जातात उमगलेले कोड़े मला
1948,-1,कांदेपोहे प्रोग्राम च्या वेळी
1949,1,नाव बदळण्यात माहिर ने मशीन चं नाव बदलून कमल प्रिंटिंग प्रेस
1950,1,जमीन वर पडलेली सिगरेट ची राख बोलली तुझ्यामुळे माझी अवस्था उद्या माझ्यामुळे तुझी अवस्था असेल
1951,1,पेंसिल सुट्टीत फिरायला कुठे जातात ला
1952,1,तू सर्वात जास्त क्लोज कुणाशी आहेस मोबाइल चार्जिंग पॉइंटशी टुटले रे राव टुटले आपले प्रेम
1953,-1,महाभारतकालीन भारत वर्षाचा नकाशा कुठल्या राज्याला क़ाय नावाने ओळखले जायचे नक्की पहा
1954,1,सकाळी सकाळी मुलगी थंडी ने भयंकर कापत माणूसकी माझ्या स्वेटर तिला दिले हातात स्वेटर फेकत म्हणाली भिकारी नाहीये लग्नाला चाललेय मेल्या
1955,1,आई रागाने बोलली जाऊन जॉइन कर तिथे जाऊन निदान काहीतरी जिम्मेदारी उचलायला शिकशील मेल्या
1956,1,तिला विचारल तू कुणा दुसऱ्याची हसून बोलली पहिले होतेच केव्हा तुझी
1957,1,कोंबडी बाजारात गेली दुकानदाराला म्हणाली अंडे द्या हो दुकानदाराने विचारले तू कोंबडी असूनही अंडे मागतेस कोंबडी म्हणाली आमचे म्हणतात पाच रूपयाच्या अंड्यासाठी तू आपली फिगर बिघडवून घेतेस डोकेदुखीपीजे
1958,1,क़ाय जे सफेद झाड़ा वर चढू शकत कोंबडी चे अंडे डोकेदुखीपीजे
1959,1,शार्क खाऱ्या पाण्यात नेहमी पोहतात मिरी च्या पाण्यात पोहल्याणे त्यांना खुप शिंक येते डोकेदुखीपीजे
1960,1,कुठलेही करताना तय कामाला तुमचे द्या खास रक्तदान करताना डोकेदुखीपीजे
1961,-1,बायको आपण आपले जागा बदलून घ्यायची मि नवरा तू बायको नवरा माझे डोकं खुप दुःखतयं डोकेदुखीपीजे
1962,1,कापऱ्या भाला फेंक खेळाडू ला तुम्ही क़ाय म्हणाल
1963,-1,माझी जेवतेय
1964,1,माझ्या पहिल्या इंटरव्यू मधे मला विचारले तू आम्ही दिलेल्या ब्लू प्रिंट वाचू शकतो बोललो हो कुठेलेही कलर प्रिंट वाचू शकतो
1965,1,ज्या क्षणी मोदीला माहित पडले आलू ने सोनं तयार होतात लगेच त्यांनी अंध मोदी भक्तांना किलो आलू वाटले
1966,1,जर न्यूटन भारतात जन्मला असता बीजेपी वाले पर्यंत चं नाव दीनदयाल उपाध्याय खाली पाड़ा योजना ठेवून दिले असते
1967,-1,डोंगर खरे काहीच पत्थरांची एकजुटता
1968,1,संता हॉटेल मधे गेला वेटर बोला क़ाय आणू संता सकाळी इथे नाश्टा गेलेलो त्यामधे थोडं राहून गेले परत आण
1969,1,शब्द जे पेक्षा जास्त गर्लफ्रेंडबायको वर करतात आजकाल तू खुप स्लिम दिसतेस
1970,-1,लोकशाहीच्या मंदिरात ब्ल्यू फिल्म बघणारे महाभाग हार्दीकची तथाकथित सीडी निदान हॉटेल रूम मधलीच नशीबच व्यंग
1971,1,एवढे आपले तोंड काळे घेऊ नका कि वेस्ट इंडीज वाले तुम्हाला टीम के कप्तान घोषित करो
1972,1,जेव्हा गर्लफ्रेंड नाराज असेल तिच्या आधार कार्ड च्या फ़ोटो लाही टाकायचं
1973,1,कुठल्याही आजारी माणसाचे मजाक कधी उडवू नये हेच बघा दिल्ली ची जनता खोकल्याने त्रस्त होऊनतोंडावर मफलर लावून फिरत
1974,1,छोटे करत मोठे माझ्याशी होतं
1975,1,ग्राईप वॉटर व्हीस्की विथ सोडा वॉटर प्रवास गुटगुटीत वरील बालकांना बालदिनाच्या शुभेच्छा
1976,1,आजकाल च्या मुली एवढ्या स्लिम मुलिंना एकत्र बांधले त्यांचे झाडू तयार होईल
1977,-1,वयाने मोठया आयुष्यात जबाबदारीची विविध मोठी पदे भुषविणाऱ्या मनात तोच खोडकरपणा जपून ठेवणाऱ्या बालकांना च्या हार्दिक शुभेच्छा
1978,-1,अब्बाजान आपण खुप शक करता झीनत आम्ही जीवंत तख्ता वर बसलोय केवल शक च्या जोरावर राजकारणात जीवंत शक केलेच पाहिजे मग कुणावरहि असो औरंगजेब साभारशेहेनशाहनास इनामदार
1979,1,वेळेवर जो उभा राहत त्याला कापून फेकून द्या मोटिवेशनल कोट
1980,-1,बायकोचे सुविचार जर तुम्ही असते आई शपथ मना पासून कूट कूट कुटले असते
1981,1,ग्राहक बिसलेरी ची बाटली जागरुक होऊन बोलला भाई वर रुपये सकट आपण रुपये घेत बोलला अरे शिंच्या प्यायचे पी नाहीतर घेणार रुपये डोकं चावयायचे वेगळे
1982,1,दूधवाले हड़ताल करतात दूध रस्त्यावर फेकतात शेतकरी हड़ताल करतात शेतमाल रस्त्यावर फेकतात देव जाणो बैंक वाल्यांना कधी अक्कल येईल
1983,1,एवढे सुंदर रूप कुठे जाशील दिवस तुला लोकं आंटी बोलणारच
1984,1,द्वापर युगात मिळे दूध त्रेता मधे मिळे घी कली युगात मिळे दारू मग दाबून पी
1985,1,मुले खुप ईमानदार असतात अजुन ऐकलय कि कुठल्याही मुलाने कुण्या मुलीला ब्लॉक
1986,1,मला मुतखडा खूप त्रास कल्याण शिळफाटा रोडने प्रवास आपोआप पडला व्हय लाभार्थी माझं सरकार
1987,1,हप्ता चुकल्यास रुळा सकट ओढून नेल्या जातील श्रीराम फाइनान्स जपान शाखा
1988,1,मराठी बाई मस्तानी चे पूर्ण नाव बंडू सुजाता बाजीराव मस्तानी
1989,1,दिवालीत दिवालीत लाइटबंदी पुढच्या दिवालीत जनताच करणार कमळबंदी
1990,1,कश्यात जास्त बुडावल्यावर टुटायलाच लागतं विश्वास नसेल बिस्किटलाच विचारून पहा
1991,-1,ईट इज नॉट पॉसिबल
1992,-1,नॉट इंटरस्टेड
1993,1,विवाहित पुरूषांकडून बोलले जाणारे सगळ्यात खोटे वाक्य विचारायचे विवाहित स्त्रिया कडुन बोलले जाणारे सगळ्यात खोटे वाक्य यांना विचारावे लागेल
1994,1,थोड़ी सी गुलाबी ठंडी क़ाय पडली माझ्या शहरात कुत्र्यांनी रुपये वही अंडी रुपये टाकली
1995,1,मोदी बोलले कि कुठल्याही भ्रस्टाचारी ला सोड़णार नाहीत खरं बोलेल तेकुणीच सुटला सर्वांनी बीजेपी जॉइन
1996,1,कुठल्याही मुलीशी बदला घेण्याचे सोप्पा उपाय तिला म्हणा तू खुप जाड़ दिसतेस
1997,1,वर त्याच्याशी कधीच भांडु नये ज्याची नेट ची टाइपिंग स्पीड तुमच्या पेक्षा जास्त
1998,1,मोदीजी रोज रोज मधे फेरफार करण्यापेक्षा एकदा वित्त मंत्री बदलून पहा नक्की फरक पडेल
1999,-1,लोणावळा मधे नवरा क़ाय खाणार डार्लिंग सनी लिओनी डोकेदुखीपीजे
2000,1,जर हिन्दू आतंकवाद खरंच असतं कमल हसन लिहिणया अगोदर वेळी विचार असतं
2001,1,बाबा सांग पत्त्याच्या गड्डी मध्ये सत्त्या किती असतात मुलगा नऊ बाबा नऊ कसं मुलगा कारण ९७
2002,1,पुण्याच्या लग्नांमध्ये बुफे डिश घेण्यापूर्वी डाव्या बोटाला शाई लावण्याचा निर्णय झालाय त्याचेही सुटसुटीत नियोजन उजव्या बोटावर आहेर दिल्याची शाई दिसली तरच डाव्या बोटाला शाई लावून डिश देणारेत म्हणे
2003,1,बरं झालं डीएसकेंना जामीन मिळाला रेडिओवर नवीन असती तुरूंगाला तुरूंगपण देणारी माणसं
2004,-1,मोदीने आपला वादा पूरा लाखाची पहली किश्त विजय रूपाणी च्या खात्यात पोचती जय हो
2005,1,यशस्वी स्विकार करा अन्यथा सरकार कशी यशस्वी यासाठी आपले १०००करोड जाहिराती वर खर्च करेल यशस्वी झालीय म्हणा पैसे वाचवा
2006,1,ज्या ज्यावेळी मला यशाची किल्ली सापडली त्यावेळी कुणी येऊन टाळा बदलून गेला
2007,1,इंग्रेजी गुरुजी मुलगा गुरुजी क़ाय नाव मुलगा सूर्यप्रकाश
2008,-1,अन पडली
2009,1,मित्र राव मुलगी आपल्याला पसंत करते क़ाय करू मित्र अगोदर स्वप्न पाहणे बंद कर
2010,1,कुणी च कुणाचा नेहमी एकटाच पिम्पल अरे टेंशन घेऊ नकोस राव नेहमी तुज्या बरोबर
2011,-1,आ ऐवढी मिर्ची कुणी टाकली चिकन हंडी मधे
2012,-1,साल्या अख्खी बियर तू एकटा प्यायलास
2013,-1,तुला हेच म्हणायचे ना पुण्यात चितलेंचे दुकान बंद असतं
